12 39 [array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([2, 0, 3, 1])]
12 40 [array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4])]
12 41 [array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([2, 0, 3, 1])]
12 42 [array([2, 0, 1, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([0, 2, 0, 0])]
12 43 [array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 1, 3]), array([2, 0, 3, 0])]
12 44 [array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([0, 2, 0, 0])]
12 45 [array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 1]), array([1, 1, 0, 0])]
12 46 [array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([2, 0, 1, 3]), array([1, 1, 0, 3]), array([0, 2, 0, 0])]
12 47 [array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 1, 3]), array([0, 1, 2, 0])]
12 48 [array([1, 1, 0, 3]), array([1, 1, 0, 2]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
12 49 [array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
12 50 [array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([1, 0, 1, 1]), array([1, 1, 0, 4]), array([1, 1, 4, 0])]
12 51 [array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0])]
12 52 [array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 1]), array([1, 1, 0, 3])]
12 53 [array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([1, 1, 0, 0])]
12 54 [array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 2])]
12 55 [array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([1, 1, 0, 2])]
12 56 [array([2, 0, 1, 2]), array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([2, 0, 3, 0])]
12 57 [array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 0])]
12 58 [array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0])]
12 59 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0])]
12 60 [array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 1])]
12 61 [array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 1])]
12 62 [array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3])]
12 63 [array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([2, 0, 3, 1])]
12 64 [array([1, 1, 0, 2]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 0])]
12 65 [array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 1])]
12 66 [array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0])]
12 67 [array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([0, 1, 2, 0])]
12 68 [array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([0, 2, 0, 0])]
12 69 [array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 4])]
12 70 [array([2, 0, 1, 3]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([1, 1, 0, 4]), array([1, 1, 0, 0])]
12 71 [array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([1, 1, 0, 0])]
12 72 [array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0])]
12 73 [array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
12 74 [array([1, 1, 0, 2]), array([2, 0, 1, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
12 75 [array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([2, 0, 1, 3])]
12 76 [array([2, 0, 3, 1]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([0, 1, 2, 0])]
12 77 [array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 3]), array([1, 1, 0, 4])]
12 78 [array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 3])]
12 79 [array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([2, 0, 3, 1])]
12 80 [array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 1, 3])]
12 81 [array([1, 1, 0, 2]), array([1, 1, 0, 4]), array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([0, 1, 2, 0])]
12 82 [array([2, 0, 0, 3]), array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 2])]
12 83 [array([1, 1, 0, 2]), array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([2, 0, 3, 1])]
12 84 [array([2, 0, 3, 1]), array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([2, 0, 3, 0])]
12 85 [array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 1, 2, 0])]
12 86 [array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([0, 1, 2, 0])]
12 87 [array([1, 1, 0, 3]), array([1, 0, 1, 1]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0])]
12 88 [array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([1, 1, 0, 4])]
12 89 [array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 0])]
12 90 [array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4])]
12 91 [array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([0, 1, 2, 0])]
12 92 [array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 4])]
12 93 [array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([2, 0, 0, 3])]
12 94 [array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
12 95 [array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 3])]
12 96 [array([2, 0, 1, 3]), array([1, 1, 0, 2]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 3])]
12 97 [array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 2]), array([2, 0, 3, 1])]
12 98 [array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 4])]
12 99 [array([1, 1, 0, 2]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 1])]
13 0 [array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 0])]
13 1 [array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0])]
13 2 [array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
13 3 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4])]
13 4 [array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 0])]
13 5 [array([1, 1, 0, 2]), array([2, 0, 1, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
13 6 [array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 0])]
13 7 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 1, 2, 0])]
13 8 [array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 2])]
13 9 [array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([2, 0, 1, 3])]
13 10 [array([1, 1, 0, 3]), array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([0, 1, 2, 0])]
13 11 [array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 4])]
13 12 [array([0, 1, 2, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([0, 0, 1, 0]), array([2, 0, 3, 0])]
13 13 [array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 3])]
13 14 [array([1, 1, 0, 4]), array([2, 0, 3, 1]), array([1, 1, 3, 1]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
13 15 [array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([0, 2, 0, 0])]
13 16 [array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([2, 0, 3, 0])]
13 17 [array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([0, 2, 0, 0])]
13 18 [array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 1])]
13 19 [array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 3])]
13 20 [array([1, 1, 0, 2]), array([2, 0, 1, 3]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
13 21 [array([1, 1, 0, 0]), array([2, 0, 1, 3]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 2])]
13 22 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 3])]
13 23 [array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([2, 0, 3, 1])]
13 24 [array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 4])]
13 25 [array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([2, 0, 3, 0])]
13 26 [array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
13 27 [array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 1, 3]), array([2, 0, 3, 1])]
13 28 [array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([0, 1, 2, 0])]
13 29 [array([2, 0, 3, 1]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3])]
13 30 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([1, 1, 0, 4])]
13 31 [array([0, 1, 2, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 3])]
13 32 [array([2, 0, 1, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
13 33 [array([0, 2, 0, 0]), array([2, 0, 1, 3]), array([1, 1, 0, 3]), array([1, 1, 0, 2]), array([0, 1, 2, 0])]
13 34 [array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([0, 1, 2, 0])]
13 35 [array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1])]
13 36 [array([1, 1, 0, 3]), array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0])]
13 37 [array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([0, 2, 0, 0])]
13 38 [array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 2]), array([2, 0, 3, 0])]
13 39 [array([1, 1, 0, 2]), array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([0, 1, 2, 0])]
13 40 [array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([2, 0, 0, 1]), array([1, 1, 0, 3])]
13 41 [array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([0, 1, 2, 0])]
13 42 [array([2, 0, 1, 3]), array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 2])]
13 43 [array([2, 0, 1, 3]), array([1, 1, 0, 2]), array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4])]
13 44 [array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([2, 0, 3, 1])]
13 45 [array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([1, 1, 2, 0]), array([0, 1, 2, 0])]
13 46 [array([2, 0, 3, 1]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 2])]
13 47 [array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 2])]
13 48 [array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 3]), array([1, 1, 0, 0])]
13 49 [array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 2]), array([0, 2, 0, 0])]
13 50 [array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 4])]
13 51 [array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0])]
13 52 [array([1, 1, 0, 4]), array([1, 1, 0, 2]), array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 0])]
13 53 [array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0])]
13 54 [array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
13 55 [array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3])]
13 56 [array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0])]
13 57 [array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3])]
13 58 [array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 3])]
13 59 [array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 4])]
13 60 [array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([0, 1, 2, 0])]
13 61 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([0, 1, 1, 0]), array([1, 1, 0, 4]), array([0, 2, 0, 0])]
13 62 [array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([0, 1, 2, 0])]
13 63 [array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 1])]
13 64 [array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3])]
13 65 [array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 1])]
13 66 [array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 4])]
13 67 [array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([0, 1, 2, 0])]
13 68 [array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 3]), array([2, 0, 3, 1])]
13 69 [array([1, 1, 0, 3]), array([2, 0, 1, 3]), array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([2, 0, 3, 0])]
13 70 [array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([2, 0, 1, 3]), array([2, 0, 3, 0])]
13 71 [array([0, 1, 2, 0]), array([2, 0, 1, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 2]), array([0, 2, 0, 0])]
13 72 [array([1, 1, 0, 3]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
13 73 [array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 4])]
13 74 [array([1, 1, 0, 3]), array([1, 1, 0, 2]), array([0, 1, 2, 0]), array([0, 2, 4, 0]), array([0, 2, 0, 0])]
13 75 [array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 1])]
13 76 [array([1, 1, 0, 2]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([2, 0, 3, 0])]
13 77 [array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([0, 2, 0, 0])]
13 78 [array([2, 0, 3, 1]), array([1, 1, 0, 2]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 3])]
13 79 [array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 2]), array([2, 0, 3, 0])]
13 80 [array([1, 1, 0, 4]), array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 2])]
13 81 [array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 4])]
13 82 [array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([0, 2, 0, 0])]
13 83 [array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 4]), array([1, 1, 0, 0])]
13 84 [array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 2])]
13 85 [array([1, 1, 0, 2]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([0, 2, 0, 0])]
13 86 [array([1, 1, 0, 2]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 0])]
13 87 [array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 1])]
13 88 [array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 1, 3]), array([2, 0, 3, 0])]
13 89 [array([1, 1, 0, 2]), array([2, 0, 1, 3]), array([0, 1, 2, 0]), array([2, 0, 1, 0]), array([0, 2, 0, 0])]
13 90 [array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([1, 1, 0, 3])]
13 91 [array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0])]
13 92 [array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 2])]
13 93 [array([1, 1, 0, 2]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([0, 1, 2, 0])]
13 94 [array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([0, 2, 0, 0])]
13 95 [array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 4])]
13 96 [array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([0, 1, 2, 0])]
13 97 [array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([0, 2, 0, 0])]
13 98 [array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 4])]
13 99 [array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([0, 1, 2, 0])]
14 0 [array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 0])]
14 1 [array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0])]
14 2 [array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
14 3 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4])]
14 4 [array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 0])]
14 5 [array([1, 1, 0, 2]), array([2, 0, 1, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
14 6 [array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 0])]
14 7 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 1, 2, 0])]
14 8 [array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 2])]
14 9 [array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([2, 0, 1, 3])]
14 10 [array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([2, 0, 3, 1])]
14 11 [array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([0, 1, 2, 0])]
14 12 [array([1, 1, 0, 3]), array([1, 1, 0, 2]), array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([0, 2, 0, 0])]
14 13 [array([1, 1, 0, 0]), array([1, 1, 0, 2]), array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 4])]
14 14 [array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0])]
14 15 [array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 2])]
14 16 [array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([2, 0, 3, 1])]
14 17 [array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 2, 0])]
14 18 [array([0, 2, 0, 4]), array([2, 0, 3, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 3]), array([0, 1, 2, 0])]
14 19 [array([2, 0, 1, 3]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([2, 0, 3, 1])]
14 20 [array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([1, 1, 0, 3])]
14 21 [array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
14 22 [array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([2, 0, 1, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 1])]
