# Time alpha-glucose beta-glucose O2 delta-glucose H2O2
4.400000000000000000e+03 5.651254751882515276e-02 1.184474720672250812e-02 6.835729472554762098e-02 4.316427052744524206e-01 4.316427052744524206e-01
4.420000000000000000e+03 5.608390845104568867e-02 1.182489899439292079e-02 6.790880744543856262e-02 4.320911925545614651e-01 4.320911925545614651e-01
4.440000000000000000e+03 5.565895695305430463e-02 1.180497466963678285e-02 6.746393162269104238e-02 4.325360683773089576e-01 4.325360683773089576e-01
4.460000000000000000e+03 5.523765820705348051e-02 1.178498612634280678e-02 6.702264433339623351e-02 4.329773556666037804e-01 4.329773556666037804e-01
4.480000000000000000e+03 5.481997748408554832e-02 1.176494647852150549e-02 6.658492396260701218e-02 4.334150760373929878e-01 4.334150760373929878e-01
4.500000000000000000e+03 5.440588014403269917e-02 1.174487006030519760e-02 6.615075020433784647e-02 4.338492497956621397e-01 4.338492497956621397e-01
4.520000000000000000e+03 5.399533163561696936e-02 1.172477242594800045e-02 6.572010406156492124e-02 4.342798959384350788e-01 4.342798959384350788e-01
4.540000000000000000e+03 5.358829749640027507e-02 1.170467034982583532e-02 6.529296784622606875e-02 4.347070321537739312e-01 4.347070321537739312e-01
4.560000000000000000e+03 5.318474335278434995e-02 1.168458182643642568e-02 6.486932517922072705e-02 4.351306748207792729e-01 4.351306748207792729e-01
4.580000000000000000e+03 5.278463492001080060e-02 1.166452607039929722e-02 6.444916099041005098e-02 4.355508390095899629e-01 4.355508390095899629e-01
4.600000000000000000e+03 5.238793800216109964e-02 1.164452351645577956e-02 6.403246151861682889e-02 4.359675384813831989e-01 4.359675384813831989e-01
4.620000000000000000e+03 5.199461849215654408e-02 1.162459581946900106e-02 6.361921431162551044e-02 4.363807856883745173e-01 4.363807856883745173e-01
4.640000000000000000e+03 5.160464237175832469e-02 1.160476585442389748e-02 6.320940822618217880e-02 4.367905917738178490e-01 4.367905917738178490e-01
4.660000000000000000e+03 5.121797571156745665e-02 1.158505771642720332e-02 6.280303342799460620e-02 4.371969665720054077e-01 4.371969665720054077e-01
4.680000000000000000e+03 5.083458467102481421e-02 1.156549672070745528e-02 6.240008139173221918e-02 4.375999186082678016e-01 4.375999186082678016e-01
4.700000000000000000e+03 5.045443549841113068e-02 1.154610940261499574e-02 6.200054490102607785e-02 4.379994550989739222e-01 4.379994550989739222e-01
4.720000000000000000e+03 5.007749550728454735e-02 1.152691346319594488e-02 6.160440897048044540e-02 4.383955910295195824e-01 4.383955910295195824e-01
4.740000000000000000e+03 4.970374433650320140e-02 1.150781685219786667e-02 6.121156118870102469e-02 4.387884388112989753e-01 4.387884388112989753e-01
4.760000000000000000e+03 4.933315963056126435e-02 1.148877952025121815e-02 6.082193915081243740e-02 4.391780608491875904e-01 4.391780608491875904e-01
4.780000000000000000e+03 4.896571685948402503e-02 1.146978815383466188e-02 6.043550501331863833e-02 4.395644949866813755e-01 4.395644949866813755e-01
4.800000000000000000e+03 4.860139154105896225e-02 1.145083009342712232e-02 6.005222163448603601e-02 4.399477783655139640e-01 4.399477783655139640e-01
4.820000000000000000e+03 4.824015924083572410e-02 1.143189333350779109e-02 5.967205257434347182e-02 4.403279474256565629e-01 4.403279474256565629e-01
4.840000000000000000e+03 4.788199557212615559e-02 1.141296652255613039e-02 5.929496209468224088e-02 4.407050379053177869e-01 4.407050379053177869e-01
4.860000000000000000e+03 4.752687619600427099e-02 1.139403896305186091e-02 5.892091515905608506e-02 4.410790848409439358e-01 4.410790848409439358e-01
4.880000000000000000e+03 4.717477682130626765e-02 1.137510061147497392e-02 5.854987743278119994e-02 4.414501225672188278e-01 4.414501225672188278e-01
4.900000000000000000e+03 4.682567320463053989e-02 1.135614207830572958e-02 5.818181528293622090e-02 4.418181847170637999e-01 4.418181847170637999e-01
4.920000000000000000e+03 4.647954115033765127e-02 1.133715462802464650e-02 5.781669577836225093e-02 4.421833042216377629e-01 4.421833042216377629e-01
4.940000000000000000e+03 4.613635651055034148e-02 1.131813017911251565e-02 5.745448668966281203e-02 4.425455133103372019e-01 4.425455133103372019e-01
4.960000000000000000e+03 4.579609518515354721e-02 1.129906130405039164e-02 5.709515648920389375e-02 4.429048435107961201e-01 4.429048435107961201e-01
4.980000000000000000e+03 4.545873312179438824e-02 1.127994122931959449e-02 5.673867435111393243e-02 4.432613256488860953e-01 4.432613256488860953e-01
5.000000000000000000e+03 4.512424631588214663e-02 1.126076383540171484e-02 5.638501015128381810e-02 4.436149898487162235e-01 4.436149898487162235e-01
5.020000000000000000e+03 4.479261081058830835e-02 1.124152365677860178e-02 5.603413446736686676e-02 4.439658655326331749e-01 4.439658655326331749e-01
5.040000000000000000e+03 4.446380269684653552e-02 1.122221588193237501e-02 5.568601857877886196e-02 4.443139814212211380e-01 4.443139814212211380e-01
5.060000000000000000e+03 4.413779811335265951e-02 1.120283635334542310e-02 5.534063446669803404e-02 4.446593655333019868e-01 4.446593655333019868e-01
5.080000000000000000e+03 4.381457324656470864e-02 1.118338156750039482e-02 5.499795481406506009e-02 4.450020451859349468e-01 4.450020451859349468e-01
5.100000000000000000e+03 4.349410433070289433e-02 1.116384867488020780e-02 5.465795300558305703e-02 4.453420469944169846e-01 4.453420469944169846e-01
5.120000000000000000e+03 4.317636764774959723e-02 1.114423547996804681e-02 5.432060312771760241e-02 4.456793968722824184e-01 4.456793968722824184e-01
5.140000000000000000e+03 4.286133952744939496e-02 1.112454044124736030e-02 5.398587996869671363e-02 4.460141200313033072e-01 4.460141200313033072e-01
5.160000000000000000e+03 4.254899634730904129e-02 1.110476267120186385e-02 5.365375901851085483e-02 4.463462409814891729e-01 4.463462409814891729e-01
5.180000000000000000e+03 4.223931453259746616e-02 1.108490193631554190e-02 5.332421646891295774e-02 4.466757835310870561e-01 4.466757835310870561e-01
5.200000000000000000e+03 4.193227055634578260e-02 1.106495865707263909e-02 5.299722921341837312e-02 4.470027707865816269e-01 4.470027707865816269e-01
5.220000000000000000e+03 4.162784093934729368e-02 1.104493390795766895e-02 5.267277484730491927e-02 4.473272251526950738e-01 4.473272251526950738e-01
5.240000000000000000e+03 4.132600225015749251e-02 1.102482941745541560e-02 5.235083166761285434e-02 4.476491683323871595e-01 4.476491683323871595e-01
5.260000000000000000e+03 4.102673110509402754e-02 1.100464756805092162e-02 5.203137867314490406e-02 4.479686213268551098e-01 4.479686213268551098e-01
5.280000000000000000e+03 4.073000416823675807e-02 1.098439139622950020e-02 5.171439556446620622e-02 4.482856044355338354e-01 4.482856044355338354e-01
5.300000000000000000e+03 4.043579815142769873e-02 1.096406459247672820e-02 5.139986274390438009e-02 4.486001372560956546e-01 4.486001372560956546e-01
5.320000000000000000e+03 4.014408981427106810e-02 1.094367150127845308e-02 5.108776131554947780e-02 4.489122386844505153e-01 4.489122386844505153e-01
5.340000000000000000e+03 3.985485596413326781e-02 1.092321712112078250e-02 5.077807308525399826e-02 4.492219269147460503e-01 4.492219269147460503e-01
5.360000000000000000e+03 3.956807345614285487e-02 1.090270710449009472e-02 5.047078056063290102e-02 4.495292194393671337e-01 4.495292194393671337e-01
5.380000000000000000e+03 3.928371919319059713e-02 1.088214775787302996e-02 5.016586695106357852e-02 4.498341330489364354e-01 4.498341330489364354e-01
5.400000000000000000e+03 3.900177012592943859e-02 1.086154604175650074e-02 4.986331616768588382e-02 4.501366838323141439e-01 4.501366838323141439e-01
5.420000000000000000e+03 3.872220325277448555e-02 1.084090957062767632e-02 4.956311282340211677e-02 4.504368871765979110e-01 4.504368871765979110e-01
5.440000000000000000e+03 3.844499561990305514e-02 1.082024661297400353e-02 4.926524223287701010e-02 4.507347577671230177e-01 4.507347577671230177e-01
5.460000000000000000e+03 3.817012432125463373e-02 1.079956609128318416e-02 4.896969041253777105e-02 4.510303095874622636e-01 4.510303095874622636e-01
5.480000000000000000e+03 3.789756649853088383e-02 1.077887758204319410e-02 4.867644408057403282e-02 4.513235559194259672e-01 4.513235559194259672e-01
5.500000000000000000e+03 3.762729934119566494e-02 1.075819131574227115e-02 4.838549065693788231e-02 4.516145093430621316e-01 4.516145093430621316e-01
5.520000000000000000e+03 3.735930008647499884e-02 1.073751817686892027e-02 4.809681826334386706e-02 4.519031817366561676e-01 4.519031817366561676e-01
5.540000000000000000e+03 3.709354601935710427e-02 1.071686970391191353e-02 4.781041572326896749e-02 4.521895842767310603e-01 4.521895842767310603e-01
5.560000000000000000e+03 3.683001447259237615e-02 1.069625808936028669e-02 4.752627256195261773e-02 4.524737274380474239e-01 4.524737274380474239e-01
5.580000000000000000e+03 3.656868282669340636e-02 1.067569617970334436e-02 4.724437900639670562e-02 4.527556209936033360e-01 4.527556209936033360e-01
5.600000000000000000e+03 3.630952850993494907e-02 1.065519747543065485e-02 4.696472598536555881e-02 4.530352740146344481e-01 4.530352740146344481e-01
5.620000000000000000e+03 3.605252899835394154e-02 1.063477613103205530e-02 4.668730512938595867e-02 4.533126948706140413e-01 4.533126948706140413e-01
5.640000000000000000e+03 3.579766181574952494e-02 1.061444695499764654e-02 4.641210877074712637e-02 4.535878912292529153e-01 4.535878912292529153e-01
5.660000000000000000e+03 3.554490453368299580e-02 1.059422540981779480e-02 4.613912994350074376e-02 4.538608700564992771e-01 4.538608700564992771e-01
5.680000000000000000e+03 3.529423477147784760e-02 1.057412761198313518e-02 4.586836238346093941e-02 4.541316376165390745e-01 4.541316376165390745e-01
5.700000000000000000e+03 3.504563019621975695e-02 1.055417033198456644e-02 4.559980052820427482e-02 4.544001994717957738e-01 4.544001994717957738e-01
5.720000000000000000e+03 3.479906932924170526e-02 1.053436498591380985e-02 4.533343431515546307e-02 4.546665656848445924e-01 4.546665656848445924e-01
5.740000000000000000e+03 3.455454233559978466e-02 1.051464508247706466e-02 4.506918741807679901e-02 4.549308125819232496e-01 4.549308125819232496e-01
5.760000000000000000e+03 3.431203674394758124e-02 1.049498107255415237e-02 4.480701781650168330e-02 4.551929821834983514e-01 4.551929821834983514e-01
5.780000000000000000e+03 3.407153750327610031e-02 1.047536506025931874e-02 4.454690256353537048e-02 4.554530974364646712e-01 4.554530974364646712e-01
5.800000000000000000e+03 3.383302958292196821e-02 1.045578948756981270e-02 4.428881907049173755e-02 4.557111809295082971e-01 4.557111809295082971e-01
5.820000000000000000e+03 3.359649797256743925e-02 1.043624713432588641e-02 4.403274510689327015e-02 4.559672548931067437e-01 4.559672548931067437e-01
5.840000000000000000e+03 3.336192768224036792e-02 1.041673111823079347e-02 4.377865880047111108e-02 4.562213411995289514e-01 4.562213411995289514e-01
5.860000000000000000e+03 3.312930374231425751e-02 1.039723489485079068e-02 4.352653863716499788e-02 4.564734613628350646e-01 4.564734613628350646e-01
5.880000000000000000e+03 3.289861120350821844e-02 1.037775225761513806e-02 4.327636346112330445e-02 4.567236365388767094e-01 4.567236365388767094e-01
5.900000000000000000e+03 3.266983513688698215e-02 1.035827733781609708e-02 4.302811247470302719e-02 4.569718875252969936e-01 4.569718875252969936e-01
5.920000000000000000e+03 3.244296063386090806e-02 1.033880460460893068e-02 4.278176523846979190e-02 4.572182347615302289e-01 4.572182347615302289e-01
5.940000000000000000e+03 3.221797280618598353e-02 1.031932886501190673e-02 4.253730167119783995e-02 4.574626983288022086e-01 4.574626983288022086e-01
5.960000000000000000e+03 3.199485678596379612e-02 1.029984526390629110e-02 4.229470204987004212e-02 4.577052979501299856e-01 4.577052979501299856e-01
5.980000000000000000e+03 3.177359772564158219e-02 1.028034928403635806e-02 4.205394700967789168e-02 4.579460529903221500e-01 4.579460529903221500e-01
6.000000000000000000e+03 3.155418079801217829e-02 1.026083674600937815e-02 4.181501754402151133e-02 4.581849824559785511e-01 4.581849824559785511e-01
6.020000000000000000e+03 3.133659119621405587e-02 1.024130380829563029e-02 4.157789500450963932e-02 4.584221049954904093e-01 4.584221049954904093e-01
6.040000000000000000e+03 3.112081413373130045e-02 1.022174696722839143e-02 4.134256110095964332e-02 4.586574388990403706e-01 4.586574388990403706e-01
6.060000000000000000e+03 3.090683484439362902e-02 1.020216305700394170e-02 4.110899790139752041e-02 4.588910020986025073e-01 4.588910020986025073e-01
6.080000000000000000e+03 3.069463858237636567e-02 1.018254924968156616e-02 4.087718783205788325e-02 4.591228121679421514e-01 4.591228121679421514e-01
6.100000000000000000e+03 3.048421062220047634e-02 1.016290305518354961e-02 4.064711367738397391e-02 4.593528863226160608e-01 4.593528863226160608e-01
6.120000000000000000e+03 3.027553625873252718e-02 1.014322232129518005e-02 4.041875858002765692e-02 4.595812414199723639e-01 4.595812414199723639e-01
6.140000000000000000e+03 3.006860080718472272e-02 1.012350523366474866e-02 4.019210604084942628e-02 4.598078939591506153e-01 4.598078939591506153e-01
6.160000000000000000e+03 2.986338960311488502e-02 1.010375031580354813e-02 3.996713991891838458e-02 4.600328600810816293e-01 4.600328600810816293e-01
6.180000000000000000e+03 2.965988800242645371e-02 1.008395642908587429e-02 3.974384443151228463e-02 4.602561555684877570e-01 4.602561555684877570e-01
6.200000000000000000e+03 2.945808138136849635e-02 1.006412277274902449e-02 3.952220415411747401e-02 4.604777958458825537e-01 4.604777958458825537e-01
6.220000000000000000e+03 2.925795513653569810e-02 1.004424888389329924e-02 3.930220402042895050e-02 4.606977959795711119e-01 4.606977959795711119e-01
6.240000000000000000e+03 2.905949468486836856e-02 1.002433463748200054e-02 3.908382932235032053e-02 4.609161706776497280e-01 4.609161706776497280e-01
6.260000000000000000e+03 2.886268546365243493e-02 1.000438024634143531e-02 3.886706570999382687e-02 4.611329342900062356e-01 4.611329342900062356e-01
6.280000000000000000e+03 2.866751293051945579e-02 9.984386261160910214e-03 3.865189919168031396e-02 4.613481008083197277e-01 4.613481008083197277e-01
6.300000000000000000e+03 2.847396256344660037e-02 9.964353570492733361e-03 3.843831613393928343e-02 4.615616838660607790e-01 4.615616838660607790e-01
6.320000000000000000e+03 2.828201986075666585e-02 9.944283400752221280e-03 3.822630326150883856e-02 4.617736967384912239e-01 4.617736967384912239e-01
6.340000000000000000e+03 2.809167034111807390e-02 9.924177316217685021e-03 3.801584765733571208e-02 4.619841523426643226e-01 4.619841523426643226e-01
6.360000000000000000e+03 2.790289954354486374e-02 9.904037219030442304e-03 3.780693676257525920e-02 4.621930632374247616e-01 4.621930632374247616e-01
6.380000000000000000e+03 2.771569302739669560e-02 9.883865349194815783e-03 3.759955837659146455e-02 4.624004416234085979e-01 4.624004416234085979e-01
6.400000000000000000e+03 2.753003637237885770e-02 9.863664284578124372e-03 3.739370065695693524e-02 4.626062993430430925e-01 4.626062993430430925e-01
6.420000000000000000e+03 2.734591517854225232e-02 9.843436940910695390e-03 3.718935211945290087e-02 4.628106478805471546e-01 4.628106478805471546e-01
6.440000000000000000e+03 2.716331506628340622e-02 9.823186571785854151e-03 3.698650163806921354e-02 4.630134983619308420e-01 4.630134983619308420e-01
6.460000000000000000e+03 2.698222167634447763e-02 9.802916768659929170e-03 3.678513844500436170e-02 4.632148615549956938e-01 4.632148615549956938e-01
6.480000000000000000e+03 2.680262066981323188e-02 9.782631460852253893e-03 3.658525213066544240e-02 4.634147478693346200e-01 4.634147478693346200e-01
6.500000000000000000e+03 2.662449772812306575e-02 9.762334915545163236e-03 3.638683264366818215e-02 4.636131673563318456e-01 4.636131673563318456e-01
6.520000000000000000e+03 2.644783855305299358e-02 9.742031737783991840e-03 3.618987029083694379e-02 4.638101297091630770e-01 4.638101297091630770e-01
6.540000000000000000e+03 2.627262886672765418e-02 9.721726870477079285e-03 3.599435573720469184e-02 4.640056442627953359e-01 4.640056442627953359e-01
6.560000000000000000e+03 2.609885441161731087e-02 9.701425594395770083e-03 3.580028000601303412e-02 4.641997199939870145e-01 4.641997199939870145e-01
6.580000000000000000e+03 2.592650095053783757e-02 9.681133528174403272e-03 3.560763447871219400e-02 4.643923655212878199e-01 4.643923655212878199e-01
6.600000000000000000e+03 2.575555426665074310e-02 9.660856628310329763e-03 3.541641089496103123e-02 4.645835891050389965e-01 4.645835891050389965e-01
6.620000000000000000e+03 2.558600016346315731e-02 9.640601189163894996e-03 3.522660135262700720e-02 4.647733986473730483e-01 4.647733986473730483e-01
6.640000000000000000e+03 2.541782446482782065e-02 9.620373842958452812e-03 3.503819830778623357e-02 4.649618016922137942e-01 4.649618016922137942e-01
6.660000000000000000e+03 2.525101301494311196e-02 9.600181559780356783e-03 3.485119457472342364e-02 4.651488054252766458e-01 4.651488054252766458e-01
6.680000000000000000e+03 2.508555167835301025e-02 9.580031647578960211e-03 3.466558332593192709e-02 4.653344166740681076e-01 4.653344166740681076e-01
6.700000000000000000e+03 2.492142633994714335e-02 9.559931752166624802e-03 3.448135809211372305e-02 4.655186419078863325e-01 4.655186419078863325e-01
6.720000000000000000e+03 2.475862290496072884e-02 9.539889857218710259e-03 3.429851276217939227e-02 4.657014872378206216e-01 4.657014872378206216e-01
6.740000000000000000e+03 2.459712729897464006e-02 9.519914284273579483e-03 3.411704158324817965e-02 4.658829584167518689e-01 4.658829584167518689e-01
6.760000000000000000e+03 2.443692546791535053e-02 9.500013692732598575e-03 3.393693916064791094e-02 4.660630608393521168e-01 4.660630608393521168e-01
6.780000000000000000e+03 2.427800337805496866e-02 9.480197079860136836e-03 3.375820045791506213e-02 4.662417995420850003e-01 4.662417995420850003e-01
6.800000000000000000e+03 2.412034701601120656e-02 9.460473780783565032e-03 3.358082079679472476e-02 4.664191792032053030e-01 4.664191792032053030e-01
6.820000000000000000e+03 2.396394238874741123e-02 9.440853468493253658e-03 3.340479585724062672e-02 4.665952041427594010e-01 4.665952041427594010e-01
6.840000000000000000e+03 2.380877552357256455e-02 9.421346153842581617e-03 3.323012167741510453e-02 4.667698783225849302e-01 4.667698783225849302e-01
6.860000000000000000e+03 2.365483257200938494e-02 9.401961594460226182e-03 3.305679416646956081e-02 4.669432058335304947e-01 4.669432058335304947e-01
6.880000000000000000e+03 2.350210812624745765e-02 9.382665207610847019e-03 3.288477333385824569e-02 4.671152266661418029e-01 4.671152266661418029e-01
6.900000000000000000e+03 2.335059756085453367e-02 9.363428341319918538e-03 3.271402590217439843e-02 4.672859740978256293e-01 4.672859740978256293e-01
6.920000000000000000e+03 2.320029242576501088e-02 9.344246219502399392e-03 3.254453864526735130e-02 4.674554613547326487e-01 4.674554613547326487e-01
6.940000000000000000e+03 2.305118427296591957e-02 9.325114241375718691e-03 3.237629851434158101e-02 4.676237014856584606e-01 4.676237014856584606e-01
6.960000000000000000e+03 2.290326465649692583e-02 9.306027981459782938e-03 3.220929263795665326e-02 4.677907073620433676e-01 4.677907073620433676e-01
6.980000000000000000e+03 2.275652513245033162e-02 9.286983189576974301e-03 3.204350832202725041e-02 4.679564916779727635e-01 4.679564916779727635e-01
7.000000000000000000e+03 2.261095725897106778e-02 9.267975790852143667e-03 3.187893304982315767e-02 4.681210669501768562e-01 4.681210669501768562e-01
7.020000000000000000e+03 2.246655259625670448e-02 9.249001885712621052e-03 3.171555448196927002e-02 4.682844455180307786e-01 4.682844455180307786e-01
7.040000000000000000e+03 2.232330270655745116e-02 9.230057749888210400e-03 3.155336045644560605e-02 4.684466395435544217e-01 4.684466395435544217e-01
7.060000000000000000e+03 2.218119915417613927e-02 9.211139834411187846e-03 3.139233898858727334e-02 4.686076610114127683e-01 4.686076610114127683e-01
7.080000000000000000e+03 2.204023350546824994e-02 9.192244765616306920e-03 3.123247827108449962e-02 4.687675217289155039e-01 4.687675217289155039e-01
7.100000000000000000e+03 2.190039732884188628e-02 9.173369345140789874e-03 3.107376667398261891e-02 4.689262333260174054e-01 4.689262333260174054e-01
7.120000000000000000e+03 2.176168219475779070e-02 9.154510549924341559e-03 3.091619274468207848e-02 4.690838072553179527e-01 4.690838072553179527e-01
7.140000000000000000e+03 2.162407967572934839e-02 9.135665532209133813e-03 3.075974520793842842e-02 4.692402547920616063e-01 4.692402547920616063e-01
7.160000000000000000e+03 2.148758134632256650e-02 9.116831619539817605e-03 3.060441296586232859e-02 4.693955870341376957e-01 4.693955870341376957e-01
7.180000000000000000e+03 2.135217878315609497e-02 9.098006314763514360e-03 3.045018509791955555e-02 4.695498149020804757e-01 4.695498149020804757e-01
7.200000000000000000e+03 2.121786356490121608e-02 9.079187296029822898e-03 3.029705086093098521e-02 4.697029491390690703e-01 4.697029491390690703e-01
7.220000000000000000e+03 2.108462727228184799e-02 9.060372416790815966e-03 3.014499968907261018e-02 4.698550003109274176e-01 4.698550003109274176e-01
7.240000000000000000e+03 2.095246148807453773e-02 9.041559705801040236e-03 2.999402119387552246e-02 4.700059788061244914e-01 4.700059788061244914e-01
7.260000000000000000e+03 2.082135779710847859e-02 9.022747367117514572e-03 2.984410516422593765e-02 4.701558948357740797e-01 4.701558948357740797e-01
7.280000000000000000e+03 2.069130778626548928e-02 9.003933780099736967e-03 2.969524156636517073e-02 4.703047584336348397e-01 4.703047584336348397e-01
7.300000000000000000e+03 2.056230304448002436e-02 8.985117499409674136e-03 2.954742054388964298e-02 4.704525794561104091e-01 4.704525794561104091e-01
7.320000000000000000e+03 2.043433516273917769e-02 8.966297255011771924e-03 2.940063241775089584e-02 4.705993675822491284e-01 4.705993675822491284e-01
7.340000000000000000e+03 2.030739573408267204e-02 8.947471952172948370e-03 2.925486768625556663e-02 4.707451323137444854e-01 4.707451323137444854e-01
7.360000000000000000e+03 2.018147635360287295e-02 8.928640671462595435e-03 2.911011702506541288e-02 4.708898829749346149e-01 4.708898829749346149e-01
7.380000000000000000e+03 2.005656861844477140e-02 8.909802668752580743e-03 2.896637128719729490e-02 4.710336287128027433e-01 4.710336287128027433e-01
7.400000000000000000e+03 1.993266412780599767e-02 8.890957375217245842e-03 2.882362150302318626e-02 4.711763784969768554e-01 4.711763784969768554e-01
7.420000000000000000e+03 1.980975448293681787e-02 8.872104397333404474e-03 2.868185888027016683e-02 4.713181411197298609e-01 4.713181411197298609e-01
7.440000000000000000e+03 1.968783128714013050e-02 8.853243516880349509e-03 2.854107480402042277e-02 4.714589251959795946e-01 4.714589251959795946e-01
7.460000000000000000e+03 1.956688614577146990e-02 8.834374690939842539e-03 2.840126083671125692e-02 4.715987391632887604e-01 4.715987391632887604e-01
7.480000000000000000e+03 1.944691066623900622e-02 8.815498051896124287e-03 2.826240871813507846e-02 4.717375912818649319e-01 4.717375912818649319e-01
7.500000000000000000e+03 1.932789645800354547e-02 8.796613907435907667e-03 2.812451036543939936e-02 4.718754896345606076e-01 4.718754896345606076e-01
7.520000000000000000e+03 1.920983513257852257e-02 8.777722740548377783e-03 2.798755787312684831e-02 4.720124421268731552e-01 4.720124421268731552e-01
7.540000000000000000e+03 1.909271830353001520e-02 8.758825209525200606e-03 2.785154351305516029e-02 4.721484564869448675e-01 4.721484564869448675e-01
7.560000000000000000e+03 1.897653758647672301e-02 8.739922147960509091e-03 2.771645973443717659e-02 4.722835402655628512e-01 4.722835402655628512e-01
7.580000000000000000e+03 1.886128459908999883e-02 8.721014564750913592e-03 2.758229916384085864e-02 4.724177008361591934e-01 4.724177008361591934e-01
7.600000000000000000e+03 1.874695096109381398e-02 8.702103644095500121e-03 2.744905460518926379e-02 4.725509453948107397e-01 4.725509453948107397e-01
7.620000000000000000e+03 1.863352829426478952e-02 8.683190745495828616e-03 2.731671903976055915e-02 4.726832809602394825e-01 4.726832809602394825e-01
7.640000000000000000e+03 1.852100822243215802e-02 8.664277403755931209e-03 2.718528562618803546e-02 4.728147143738120062e-01 4.728147143738120062e-01
7.660000000000000000e+03 1.840938237147781570e-02 8.645365328982315689e-03 2.705474770046007588e-02 4.729452522995399311e-01 4.729452522995399311e-01
7.680000000000000000e+03 1.829864236933626681e-02 8.626456406583965508e-03 2.692509877592018028e-02 4.730749012240798579e-01 4.730749012240798579e-01
7.700000000000000000e+03 1.818877984599467576e-02 8.607552697272336309e-03 2.679633254326695829e-02 4.732036674567330903e-01 4.732036674567330903e-01
7.720000000000000000e+03 1.807978643349282197e-02 8.588656437061359394e-03 2.666844287055412585e-02 4.733315571294459123e-01 4.733315571294459123e-01
7.740000000000000000e+03 1.797165376592312416e-02 8.569770037267439994e-03 2.654142380319050865e-02 4.734585761968095330e-01 4.734585761968095330e-01
7.760000000000000000e+03 1.786437347943064385e-02 8.550896084509457262e-03 2.641526956394004561e-02 4.735847304360599752e-01 4.735847304360599752e-01
7.780000000000000000e+03 1.775793721221306798e-02 8.532037340708764281e-03 2.628997455292177848e-02 4.737100254470782423e-01 4.737100254470782423e-01
7.800000000000000000e+03 1.765233660452072278e-02 8.513196743089193261e-03 2.616553334760986227e-02 4.738344666523901516e-01 4.738344666523901516e-01
7.820000000000000000e+03 1.754756329865656689e-02 8.494377404177043400e-03 2.604194070283355478e-02 4.739580592971664452e-01 4.739580592971664452e-01
7.840000000000000000e+03 1.744360893897620168e-02 8.475582611801091293e-03 2.591919155077724093e-02 4.740808084492227903e-01 4.740808084492227903e-01
7.860000000000000000e+03 1.734046517188784706e-02 8.456815829092590928e-03 2.579728100098038421e-02 4.742027189990196678e-01 4.742027189990196678e-01
7.880000000000000000e+03 1.723812364585237261e-02 8.438080694485268485e-03 2.567620434033758905e-02 4.743237956596624283e-01 4.743237956596624283e-01
7.900000000000000000e+03 1.713657601138328032e-02 8.419381021715320601e-03 2.555595703309854541e-02 4.744440429669014581e-01 4.744440429669014581e-01
7.920000000000000000e+03 1.703581392104669759e-02 8.400720799821423043e-03 2.543653472086807033e-02 4.745634652791319574e-01 4.745634652791319574e-01
7.940000000000000000e+03 1.693582902946139807e-02 8.382104193144725504e-03 2.531793322260607326e-02 4.746820667773939406e-01 4.746820667773939406e-01
7.960000000000000000e+03 1.683661299329878430e-02 8.363535541328851602e-03 2.520014853462758386e-02 4.747998514653724578e-01 4.747998514653724578e-01
7.980000000000000000e+03 1.673815747128289469e-02 8.345019359319897148e-03 2.508317683060273806e-02 4.749168231693973175e-01 4.749168231693973175e-01
8.000000000000000000e+03 1.664045412419039999e-02 8.326560337366435346e-03 2.496701446155678156e-02 4.750329855384432531e-01 4.750329855384432531e-01
8.020000000000000000e+03 1.654349461485060679e-02 8.308163341019511594e-03 2.485165795587006635e-02 4.751483420441299788e-01 4.751483420441299788e-01
8.040000000000000000e+03 1.644727060814546449e-02 8.289833411132646948e-03 2.473710401927805766e-02 4.752628959807219666e-01 4.752628959807219666e-01
8.060000000000000000e+03 1.635177377100954441e-02 8.271575763861836392e-03 2.462334953487132702e-02 4.753766504651287250e-01 4.753766504651287250e-01
8.080000000000000000e+03 1.625699577243006066e-02 8.253395790665548834e-03 2.451039156309555572e-02 4.754896084369044651e-01 4.754896084369044651e-01
8.100000000000000000e+03 1.616292828344685628e-02 8.235299058304727110e-03 2.439822734175153135e-02 4.756017726582484895e-01 4.756017726582484895e-01
8.120000000000000000e+03 1.606956297715242052e-02 8.217291308842789715e-03 2.428685428599515819e-02 4.757131457140048592e-01 4.757131457140048592e-01
8.140000000000000000e+03 1.597689152869186113e-02 8.199378459645630807e-03 2.417626998833743990e-02 4.758237300116625601e-01 4.758237300116625601e-01
8.160000000000000000e+03 1.588490561526293907e-02 8.181566603381614997e-03 2.406647221864450376e-02 4.759335277813555032e-01 4.759335277813555032e-01
8.180000000000000000e+03 1.579359982520855271e-02 8.163850477215264106e-03 2.395745030242375784e-02 4.760425496975763116e-01 4.760425496975763116e-01
8.200000000000000000e+03 1.570297641286099236e-02 8.146197770230128796e-03 2.384917418309106391e-02 4.761508258169089847e-01 4.761508258169089847e-01
8.220000000000000000e+03 1.561303162151412086e-02 8.128603453461960560e-03 2.374163507497602243e-02 4.762583649250240470e-01 4.762583649250240470e-01
8.240000000000000000e+03 1.552376118079728910e-02 8.111064702408613339e-03 2.363482588320584346e-02 4.763651741167941878e-01 4.763651741167941878e-01
8.260000000000000000e+03 1.543516081367987680e-02 8.093578782765634139e-03 2.352873959644545196e-02 4.764712604035545862e-01 4.764712604035545862e-01
